source_file,party_name,order_no,order_date,item,type,size,quantity,notes
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.3824 SHORT SET,RNBS,55,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.3824 SHORT SET,RNBS,60,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.3824 SHORT SET,RNBS,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.3824 SHORT SET,RNBS,70,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.3824 SHORT SET,RNBS,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.3824 SHORT SET,RNBS,80,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL 3/4TH SET,RNBS,45,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL 3/4TH SET,RNBS,50,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL 3/4TH SET,RNBS,55,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL 3/4TH SET,RNBS,60,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL 3/4TH SET,RNBS,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL 3/4TH SET,RNBS,70,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL 3/4TH SET,RNBS,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL 3/4TH SET,RNBS,80,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,DHM B4696 F/PANT SET,RNFS,55,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,DHM B4696 F/PANT SET,RNFS,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,DHM B4696 F/PANT SET,RNFS,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.4749 F/PANT SET,RNS,50,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.4749 F/PANT SET,RNS,55,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.4749 F/PANT SET,RNS,60,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.4749 F/PANT SET,RNS,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.4749 F/PANT SET,RNS,70,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.4749 F/PANT SET,RNS,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.4749 F/PANT SET,RNS,80,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,B.4749 F/PANT SET,RNS,85,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,SPRIT F/PANT SET,RNS,50,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,SPRIT F/PANT SET,RNS,55,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,SPRIT F/PANT SET,RNS,60,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,SPRIT F/PANT SET,RNS,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,SPRIT F/PANT SET,RNS,70,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,SPRIT F/PANT SET,RNS,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,SPRIT F/PANT SET,RNS,80,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,SPRIT F/PANT SET,RNS,85,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,GENTLE F/PANT SET,RNS,50,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,GENTLE F/PANT SET,RNS,55,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,GENTLE F/PANT SET,RNS,60,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,GENTLE F/PANT SET,RNS,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,GENTLE F/PANT SET,RNS,70,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,GENTLE F/PANT SET,RNS,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,GENTLE F/PANT SET,RNS,80,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
